Rk,Player,Squad,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Date_Time,Random_Number
184,Matheus Fernandes,Barcelona ,0,1,0,0.0,5.0,0.0,0.0,,19.8,0,0,0,0.0,0.0,0.03,0.0,0.0,2020-10-14 12:21:03,13
185,Carlos Fernández,Sevilla ,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-09-15 04:04:28,56
186,Fernandinho,Manchester City,0,1,0,0.0,0.45,0.0,0.0,,13.5,0,0,0,0.0,0.0,0.03,0.0,0.0,2020-11-26 01:58:36,39
187,Fernando,Shakhtar ,0,2,0,0.0,4.74,0.0,0.0,,16.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,2020-05-14 16:06:44,74
188,Fernando,Sevilla ,0,3,0,0.0,0.85,0.0,0.0,,34.9,1,0,0,0.1,0.1,0.03,-0.1,-0.1,2020-06-23 09:30:18,84
189,Luis Fernando Díaz,Porto ,2,3,2,66.7,1.03,0.69,0.67,1.0,20.2,0,0,0,0.2,0.2,0.07,1.8,1.8,2020-11-21 00:27:04,64
190,Roberto Firmino,Liverpool ,0,5,2,40.0,2.68,1.07,0.0,0.0,11.2,0,0,0,1.2,1.2,0.24,-1.2,-1.2,2020-06-29 01:59:31,76
191,Junior Firpo,Barcelona ,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-03-16 15:48:12,27
192,Alessandro Florenzi,Paris S-G,0,3,1,33.3,0.56,0.19,0.0,0.0,20.1,0,0,0,0.1,0.0,0.01,-0.1,0.0,2020-10-07 22:26:54,10
193,Phil Foden,Manchester City,1,14,6,42.9,2.79,1.2,0.07,0.17,17.2,1,0,0,1.2,1.2,0.09,-0.2,-0.2,2020-07-24 15:06:09,54
194,Emil Forsberg,RB Leipzig,1,12,2,16.7,2.69,0.45,0.0,0.0,14.5,0,1,1,2.4,1.6,0.14,-1.4,-1.6,2020-03-22 05:39:50,27
195,Kostas Fortounis,Olympiacos ,0,3,0,0.0,0.94,0.0,0.0,,26.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,2020-10-03 23:52:55,76
196,Timothy Fosu-Mensah,Manchester Utd,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-12-07 20:49:17,76
197,Gianluca Frabotta,Juventus ,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-04-04 11:46:51,19
198,Lassina Franck Traoré,Ajax ,1,5,1,20.0,2.27,0.45,0.2,1.0,12.3,0,0,0,1.4,1.4,0.29,-0.4,-0.4,2020-12-18 20:20:55,63
199,Fred,Manchester Utd,0,3,1,33.3,0.8,0.27,0.0,0.0,23.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,2020-10-14 07:19:13,43
200,Remo Freuler,Atalanta ,0,4,1,25.0,0.71,0.18,0.0,0.0,21.5,0,0,0,0.3,0.3,0.09,-0.3,-0.3,2020-03-12 11:18:40,92
201,Abraham Frimpong,Ferencváros ,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-03-11 11:37:07,52
202,Roberto Gagliardini,Inter ,0,2,0,0.0,0.71,0.0,0.0,,17.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1,2020-04-18 02:02:51,65
203,Idrissa Gana Gueye,Paris S-G,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-07-24 02:12:44,28
204,Eric García,Manchester City,0,2,1,50.0,0.87,0.43,0.0,0.0,7.5,0,0,0,0.6,0.6,0.31,-0.6,-0.6,2020-10-03 21:24:32,85
205,Yuri Gazinskiy,Krasnodar ,0,2,0,0.0,0.48,0.0,0.0,,14.9,0,0,0,0.1,0.1,0.06,-0.1,-0.1,2020-05-15 04:56:54,86
206,Yann Gboho,Rennes ,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-02-10 08:15:13,32
207,David de Gea,Manchester Utd,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-08-12 22:08:35,89
208,Valère Germain,Marseille ,0,5,1,20.0,2.25,0.45,0.0,0.0,14.6,0,0,0,0.4,0.4,0.08,-0.4,-0.4,2020-09-13 01:27:31,35
209,Billy Gilmour,Chelsea ,0,2,1,50.0,1.87,0.94,0.0,0.0,27.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,2020-06-06 09:48:16,68
210,Matthias Ginter,M'Gladbach ,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-09-07 14:25:01,93
211,Olivier Giroud,Chelsea ,5,7,5,71.4,4.37,3.12,0.57,0.8,10.7,0,1,1,1.9,1.2,0.17,3.1,2.8,2020-04-01 12:18:28,91
212,Serge Gnabry,Bayern Munich,0,11,4,36.4,3.67,1.33,0.0,0.0,17.9,0,0,0,1.1,1.1,0.1,-1.1,-1.1,2020-10-12 13:13:35,98
213,Pierluigi Gollini,Atalanta ,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-12-25 12:29:45,1
214,Eulânio Ângelo Chipela Gomes,Porto ,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-02-06 15:28:15,11
215,Joe Gomez,Liverpool ,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-02-10 18:05:42,29
216,Papu Gómez,Atalanta ,1,6,3,50.0,1.2,0.6,0.17,0.33,25.4,0,0,0,0.3,0.3,0.05,0.7,0.7,2020-06-07 06:40:15,83
217,Sergi Gómez,Sevilla ,0,2,0,0.0,0.91,0.0,0.0,,28.2,0,0,0,0.0,0.0,0.01,0.0,0.0,2020-02-22 08:51:18,75
218,Alfred Gomis,Rennes ,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-08-21 14:36:07,46
219,Álvaro González,Marseille ,0,3,0,0.0,0.5,0.0,0.0,,11.9,0,0,0,0.2,0.2,0.06,-0.2,-0.2,2020-07-14 06:40:54,16
220,Leon Goretzka,Bayern Munich,2,7,2,28.6,2.27,0.65,0.29,1.0,19.8,0,0,0,0.4,0.4,0.05,1.6,1.6,2020-06-27 04:03:23,77
221,Yevgeni Gorodov,Krasnodar ,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-03-09 23:42:38,53
222,Robin Gosens,Atalanta ,1,7,2,28.6,1.51,0.43,0.14,0.5,15.3,0,0,0,0.7,0.7,0.1,0.3,0.3,2020-01-20 13:07:15,67
223,Ryan Gravenberch,Ajax ,1,6,1,16.7,1.02,0.17,0.17,1.0,21.5,0,0,0,0.4,0.4,0.07,0.6,0.6,2020-06-15 00:22:59,83
224,Mason Greenwood,Manchester Utd,1,10,5,50.0,4.27,2.13,0.1,0.2,13.9,0,0,0,0.7,0.7,0.07,0.3,0.3,2020-06-25 01:00:51,27
225,Clément Grenier,Rennes ,0,2,2,100.0,0.81,0.81,0.0,0.0,22.5,1,0,0,0.3,0.3,0.14,-0.3,-0.3,2020-05-11 13:20:13,26
226,Antoine Griezmann,Barcelona ,2,11,4,36.4,3.04,1.1,0.18,0.5,11.9,0,0,0,1.7,1.7,0.16,0.3,0.3,2020-05-26 02:36:03,94
227,Marko Gruji?,Porto ,0,3,0,0.0,1.5,0.0,0.0,,15.0,0,0,0,0.2,0.2,0.06,-0.2,-0.2,2020-06-22 01:28:17,23
228,Nemanja Gudelj,Sevilla ,0,3,2,66.7,0.6,0.4,0.0,0.0,20.4,0,0,0,0.1,0.1,0.02,-0.1,-0.1,2020-03-26 13:18:52,27
229,Raphaël Guerreiro,Dortmund ,1,5,2,40.0,1.1,0.44,0.2,0.5,16.7,1,0,0,1.2,1.2,0.25,-0.2,-0.2,2020-09-14 08:58:08,100
230,Pape Gueye,Marseille ,0,2,1,50.0,1.06,0.53,0.0,0.0,15.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,2020-02-10 08:28:56,99
231,Sehrou Guirassy,Rennes ,2,6,3,50.0,1.59,0.79,0.17,0.33,9.9,0,1,1,1.7,1.0,0.16,0.3,0.0,2020-08-04 05:19:37,9
232,Péter Gulácsi,RB Leipzig,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-08-04 19:07:50,6
233,Fredrik Gulbrandsen,Ba?ak?ehir ,0,3,1,33.3,1.33,0.44,0.0,0.0,17.6,0,0,0,0.3,0.3,0.11,-0.3,-0.3,2020-06-29 13:14:00,95
234,?lkay Gündo?an,Manchester City,2,8,3,37.5,1.98,0.74,0.25,0.67,17.0,1,0,0,0.9,0.9,0.11,1.1,1.1,2020-09-07 01:50:28,87
235,Mert Günok,Ba?ak?ehir ,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-10-05 20:17:56,74
236,Munir El Haddadi,Sevilla ,1,14,2,14.3,4.88,0.7,0.07,0.5,16.4,0,0,0,1.0,1.0,0.08,0.0,0.0,2020-03-26 00:55:18,74
237,Amadou Haidara,RB Leipzig,1,7,4,57.1,1.83,1.05,0.14,0.25,14.9,0,0,0,1.0,1.0,0.15,0.0,0.0,2020-11-09 12:32:41,83
238,Achraf Hakimi,Inter ,0,1,0,0.0,0.25,0.0,0.0,,12.8,0,0,0,0.0,0.0,0.04,0.0,0.0,2020-12-09 10:46:46,26
239,Erling Håland,Dortmund ,6,20,11,55.0,5.25,2.89,0.3,0.55,13.7,0,0,0,4.1,4.1,0.22,1.9,1.9,2020-07-03 15:26:17,52
240,Marcel Halstenberg,RB Leipzig,0,1,1,100.0,0.49,0.49,0.0,0.0,9.0,0,0,0,0.1,0.1,0.12,-0.1,-0.1,2020-03-25 04:55:06,94
241,Samir Handanovi?,Inter ,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-01-31 10:42:37,37
242,Jesper Hansen,Midtjylland ,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-08-26 03:03:55,93
243,Denys Harmash,Dynamo Kyiv,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-11-16 12:55:01,93
244,Hans Hateboer,Atalanta ,0,2,1,50.0,0.34,0.17,0.0,0.0,13.0,0,0,0,0.4,0.4,0.22,-0.4,-0.4,2020-08-20 03:34:14,49
245,Kai Havertz,Chelsea ,0,5,1,20.0,1.35,0.27,0.0,0.0,17.6,1,0,0,0.5,0.5,0.1,-0.5,-0.5,2020-04-07 17:39:52,93
246,Eden Hazard,Real Madrid,1,3,1,33.3,1.68,0.56,0.0,0.0,21.0,0,1,1,1.0,0.2,0.08,0.0,-0.2,2020-10-22 18:14:01,18
247,Thorgan Hazard,Dortmund ,1,11,7,63.6,2.74,1.75,0.09,0.14,17.2,0,0,0,0.6,0.6,0.06,0.4,0.4,2020-08-26 15:52:12,23
248,Hwang Hee-chan,RB Leipzig,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-04-10 02:20:54,34
249,Marcel Heister,Ferencváros ,0,4,0,0.0,0.94,0.0,0.0,,28.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,2020-12-25 04:32:57,49
250,Dean Henderson,Manchester Utd,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-12-02 01:35:15,86
251,Jordan Henderson,Liverpool ,0,3,0,0.0,0.98,0.0,0.0,,25.5,1,0,0,0.1,0.1,0.05,-0.1,-0.1,2020-05-11 18:29:02,77
252,Benjamin Henrichs,RB Leipzig,0,2,0,0.0,1.57,0.0,0.0,,14.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,2020-10-22 11:07:12,80
253,Dalbert Henrique,Rennes ,0,2,1,50.0,0.81,0.4,0.0,0.0,17.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1,2020-10-09 13:52:32,48
254,Luis Henrique,Marseille ,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-09-12 02:56:59,14
255,Mario Hermoso,Atlético Madrid,1,2,1,50.0,0.82,0.41,0.5,1.0,7.0,0,0,0,0.2,0.2,0.11,0.8,0.8,2020-02-19 10:39:13,55
256,Lucas Hernández,Bayern Munich,1,6,1,16.7,1.32,0.22,0.17,1.0,22.6,0,0,0,0.2,0.2,0.04,0.8,0.8,2020-12-23 08:06:50,92
257,Ander Herrera,Paris S-G,0,5,0,0.0,1.24,0.0,0.0,,19.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2,2020-05-08 18:48:56,36
258,Héctor Herrera,Atlético Madrid,0,6,1,16.7,1.81,0.3,0.0,0.0,24.6,1,0,0,0.4,0.4,0.06,-0.4,-0.4,2020-05-31 06:32:50,27
259,Patrick Herrmann,M'Gladbach ,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-12-28 00:44:28,64
260,Marwin Hitz,Dortmund ,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-05-01 04:07:06,18
261,Wesley Hoedt,Lazio ,0,1,0,0.0,0.2,0.0,0.0,,23.5,0,0,0,0.0,0.0,0.04,0.0,0.0,2020-01-01 07:55:12,29
262,Jonas Hofmann,M'Gladbach ,1,2,2,100.0,0.71,0.71,0.5,0.5,15.4,0,0,0,0.3,0.3,0.13,0.7,0.7,2020-07-28 13:41:48,82
263,José Holebas,Olympiacos ,0,1,0,0.0,0.21,0.0,0.0,,12.2,0,0,0,0.0,0.0,0.03,0.0,0.0,2020-12-20 07:26:57,91
264,Ethan Horvath,Club Brugge,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-06-25 12:56:34,99
265,Callum Hudson-Odoi,Chelsea ,2,4,2,50.0,1.43,0.72,0.5,1.0,15.5,0,0,0,0.5,0.5,0.12,1.5,1.5,2020-10-18 18:03:06,62
266,Mats Hummels,Dortmund ,0,2,1,50.0,0.42,0.21,0.0,0.0,10.3,0,0,0,0.1,0.1,0.07,-0.1,-0.1,2020-05-18 06:13:28,67
267,Adrien Hunou,Rennes ,0,3,2,66.7,3.03,2.02,0.0,0.0,16.8,0,0,0,0.3,0.3,0.09,-0.3,-0.3,2020-10-13 17:50:49,92
268,Klaas-Jan Huntelaar,Ajax ,0,1,1,100.0,2.2,2.2,0.0,0.0,7.0,0,0,0,0.4,0.4,0.36,-0.4,-0.4,2020-08-24 22:19:33,81
269,Daniel Høegh,Midtjylland ,0,1,0,0.0,1.0,0.0,0.0,,8.2,0,0,0,0.0,0.0,0.03,0.0,0.0,2020-07-25 11:39:25,54
270,Oussama Idrissi,Sevilla ,0,2,1,50.0,1.21,0.6,0.0,0.0,14.7,0,0,0,0.2,0.2,0.08,-0.2,-0.2,2020-12-26 21:46:09,54
271,Odion Ighalo,Manchester Utd,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-02-03 02:27:50,18
272,Vladislav Ignatyev,Loko Moscow,0,2,1,50.0,0.46,0.23,0.0,0.0,14.9,0,0,0,0.2,0.2,0.08,-0.2,-0.2,2020-11-20 04:21:20,21
273,Josip Ili?i?,Atalanta ,1,8,3,37.5,3.36,1.26,0.13,0.33,17.9,2,0,0,1.3,1.3,0.17,-0.3,-0.3,2020-04-04 09:12:55,29
274,Ciro Immobile,Lazio ,5,10,5,50.0,2.78,1.39,0.2,0.4,18.7,0,3,3,3.6,1.3,0.13,1.4,0.7,2020-06-03 02:53:36,35
275,Nikita Iosifov,Loko Moscow,0,1,1,100.0,6.0,6.0,0.0,0.0,17.5,0,0,0,0.2,0.2,0.16,-0.2,-0.2,2020-10-05 05:26:54,73
276,Isael,Ferencváros ,0,6,1,16.7,1.49,0.25,0.0,0.0,17.6,0,0,0,0.4,0.4,0.06,-0.4,-0.4,2020-03-21 08:00:27,95
277,Gustav Isaksen,Midtjylland ,0,2,1,50.0,3.91,1.96,0.0,0.0,19.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,2020-12-27 14:30:50,43
278,Isco,Real Madrid,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-06-20 04:13:46,43
279,Daniel James,Manchester Utd,1,1,1,100.0,2.57,2.57,1.0,1.0,9.0,0,0,0,0.5,0.5,0.54,0.5,0.5,2020-04-23 06:46:59,49
280,Manjrekar James,Midtjylland ,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-06-01 05:31:54,28
281,Reece James,Chelsea ,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-01-25 19:25:31,79
282,Tony Jantschke,M'Gladbach ,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-01-02 06:43:26,98
283,Gabriel Jesus,Manchester City,1,7,3,42.9,5.29,2.27,0.14,0.33,10.9,0,0,0,0.7,0.7,0.1,0.3,0.3,2020-01-22 07:24:27,98
284,Curtis Jones,Liverpool ,1,6,4,66.7,1.71,1.14,0.17,0.25,17.6,0,0,0,0.6,0.6,0.1,0.4,0.4,2020-05-01 00:59:12,40
285,Frenkie de Jong,Barcelona ,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-04-29 18:45:25,39
286,Luuk de Jong,Sevilla ,1,9,5,55.6,2.56,1.42,0.11,0.2,9.5,0,0,0,0.9,0.9,0.1,0.1,0.1,2020-02-23 09:08:46,46
287,Joan Jordán,Sevilla ,0,5,0,0.0,1.64,0.0,0.0,,17.6,0,0,0,0.8,0.8,0.16,-0.8,-0.8,2020-08-06 05:54:40,47
288,Jorginho,Chelsea ,1,0,0,,0.0,0.0,,,,0,1,2,1.5,0.0,,-0.5,0.0,2020-09-30 05:20:42,49
289,Diogo Jota,Liverpool ,4,10,7,70.0,2.51,1.76,0.4,0.57,11.4,0,0,0,3.0,3.0,0.3,1.0,1.0,2020-11-28 07:09:05,95
290,Luka Jovi?,Real Madrid,0,2,1,50.0,3.1,1.55,0.0,0.0,14.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1,2020-02-27 01:36:01,32
291,Vinicius Júnior,Real Madrid,1,7,1,14.3,2.76,0.39,0.14,1.0,14.4,0,0,0,0.9,0.9,0.13,0.1,0.1,2020-02-29 16:15:44,81
292,Zlatko Junuzovi?,RB Salzburg,1,6,2,33.3,1.18,0.39,0.17,0.5,21.8,0,0,0,0.2,0.2,0.04,0.8,0.8,2020-11-24 01:30:36,19
293,Sory Kaba,Midtjylland ,0,8,0,0.0,1.58,0.0,0.0,,10.4,0,0,0,0.9,0.9,0.11,-0.9,-0.9,2020-11-21 13:10:46,64
294,?rfan Kahveci,Ba?ak?ehir ,3,13,4,30.8,2.41,0.74,0.23,0.75,19.3,1,0,0,0.6,0.6,0.05,2.4,2.4,2020-02-14 20:40:53,49
295,Felix Kalu Nmecha,Manchester City,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-09-09 14:46:29,69
296,François Kamano,Loko Moscow,0,2,0,0.0,1.0,0.0,0.0,,29.0,0,0,0,0.2,0.2,0.12,-0.2,-0.2,2020-06-25 19:16:21,40
297,Boubacar Kamara,Marseille ,0,3,0,0.0,0.7,0.0,0.0,,23.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,2020-12-21 18:42:17,35
298,Ruslan Kambolov,Krasnodar ,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-10-07 18:30:55,98
299,Kevin Kampl,RB Leipzig,0,2,0,0.0,0.71,0.0,0.0,,23.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1,2020-01-15 19:38:08,34
300,N'Golo Kanté,Chelsea ,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-07-22 19:46:11,25
301,Emre Kaplan,Ba?ak?ehir ,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-07-28 06:59:58,94
302,Oleksandr Karavayev,Dynamo Kyiv,0,1,1,100.0,0.4,0.4,0.0,0.0,13.4,0,0,0,0.2,0.2,0.17,-0.2,-0.2,2020-03-20 15:48:17,60
303,Vyacheslav Karavayev,Zenit ,0,3,1,33.3,0.96,0.32,0.0,0.0,19.8,0,0,0,0.2,0.2,0.07,-0.2,-0.2,2020-04-27 02:53:19,14
304,Moise Kean,Paris S-G,2,7,2,28.6,2.17,0.62,0.29,1.0,13.9,0,0,0,1.0,1.0,0.14,1.0,1.0,2020-12-03 00:40:13,61
305,Tomasz K?dziora,Dynamo Kyiv,0,1,1,100.0,0.17,0.17,0.0,0.0,9.4,0,0,0,0.0,0.0,0.04,0.0,0.0,2020-12-12 17:48:47,79
306,Thilo Kehrer,Paris S-G,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-10-21 11:43:36,82
307,Naby Keïta,Liverpool ,0,1,1,100.0,1.05,1.05,0.0,0.0,17.0,0,0,0,0.1,0.1,0.07,-0.1,-0.1,2020-06-30 15:20:06,32
308,Caoimhin Kelleher,Liverpool ,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-02-13 01:29:48,90
309,Mikhail Kerzhakov,Zenit ,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-02-29 07:58:22,45
310,Ihor Kharatin,Ferencváros ,1,2,0,0.0,0.55,0.0,0.0,,12.1,0,1,1,0.9,0.2,0.09,0.1,-0.2,2020-05-08 07:45:34,36
311,Davit Khocholava,Shakhtar ,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-06-29 05:02:28,19
312,Joshua Kimmich,Bayern Munich,1,5,1,20.0,1.67,0.33,0.2,1.0,19.8,0,0,0,0.8,0.8,0.15,0.2,0.2,2020-11-12 03:14:12,63
313,Presnel Kimpembe,Paris S-G,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-08-02 20:55:42,2
314,Davy Klaassen,Ajax ,0,3,1,33.3,0.6,0.2,0.0,0.0,12.9,0,0,0,0.7,0.7,0.25,-0.7,-0.7,2020-02-17 11:28:21,86
315,Sean Klaiber,Ajax ,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-06-29 14:12:24,34
316,Justin Kluivert,RB Leipzig,1,3,1,33.3,2.31,0.77,0.33,1.0,14.7,0,0,0,0.6,0.6,0.18,0.4,0.4,2020-07-12 14:55:30,88
317,Ansgar Knauff,Dortmund ,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-08-26 07:12:30,98
318,Sekou Koita,RB Salzburg,0,10,3,30.0,2.21,0.66,0.0,0.0,14.8,0,0,0,0.9,0.9,0.09,-0.9,-0.9,2020-01-13 01:26:15,69
319,Koka,Olympiacos ,1,2,2,100.0,6.21,6.21,0.5,0.5,10.6,0,0,0,0.5,0.5,0.24,0.5,0.5,2020-11-06 00:53:42,63
320,Koke,Atlético Madrid,0,7,0,0.0,1.3,0.0,0.0,,23.4,0,0,0,0.2,0.2,0.03,-0.2,-0.2,2020-10-08 15:34:02,93
321,Aleksandar Kolarov,Inter ,0,1,0,0.0,1.0,0.0,0.0,,23.7,1,0,0,0.1,0.1,0.05,-0.1,-0.1,2020-01-04 15:16:43,77
322,Ibrahima Konaté,RB Leipzig,0,3,1,33.3,0.57,0.19,0.0,0.0,7.5,0,0,0,0.3,0.3,0.11,-0.3,-0.3,2020-11-16 16:39:25,29
323,Viktor Korniienko,Shakhtar ,0,2,0,0.0,0.67,0.0,0.0,,31.9,0,0,0,0.0,0.0,0.01,0.0,0.0,2020-07-07 03:32:06,6
324,Odilon Kossonou,Club Brugge,0,1,0,0.0,0.2,0.0,0.0,,10.0,0,0,0,0.0,0.0,0.04,0.0,0.0,2020-12-22 12:18:32,93
325,Billy Koumetio,Liverpool ,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-12-27 14:05:11,37
326,Jules Koundé,Sevilla ,1,6,4,66.7,1.61,1.07,0.17,0.25,15.3,0,0,0,0.6,0.6,0.1,0.4,0.4,2020-09-24 10:33:54,73
327,Adnan Kova?evi?,Ferencváros ,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-05-02 12:05:56,30
328,Mateo Kova?i?,Chelsea ,0,6,0,0.0,1.6,0.0,0.0,,22.9,0,0,0,0.3,0.3,0.05,-0.3,-0.3,2020-07-29 13:02:20,6
329,Viktor Kovalenko,Shakhtar ,0,2,0,0.0,0.82,0.0,0.0,,22.0,0,0,0,0.2,0.2,0.12,-0.2,-0.2,2020-05-29 02:48:34,79
330,Bozhidar Kraev,Midtjylland ,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-03-22 18:14:57,69
331,Christoph Kramer,M'Gladbach ,0,3,0,0.0,0.51,0.0,0.0,,15.5,0,0,0,0.2,0.2,0.06,-0.2,-0.2,2020-07-02 21:41:40,1
332,Michal Krmen?ík,Club Brugge,0,1,0,0.0,1.22,0.0,0.0,,59.2,0,0,0,0.0,0.0,0.02,0.0,0.0,2020-10-03 12:29:28,31
333,Toni Kroos,Real Madrid,0,6,4,66.7,1.23,0.82,0.0,0.0,25.0,0,0,0,0.2,0.2,0.04,-0.2,-0.2,2020-06-24 02:10:38,89
334,Danil Krugovoy,Zenit ,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-10-03 07:01:48,21
335,Grzegorz Krychowiak,Loko Moscow,0,3,0,0.0,0.75,0.0,0.0,,27.8,0,0,0,0.1,0.1,0.02,-0.1,-0.1,2020-02-06 16:42:25,40
336,Serhiy Kryvtsov,Shakhtar ,0,1,0,0.0,1.0,0.0,0.0,,10.0,0,0,0,0.1,0.1,0.12,-0.1,-0.1,2020-11-02 04:06:07,38
337,Mohammed Kudus,Ajax ,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-09-03 21:36:34,57
338,Daniil Kulikov,Loko Moscow,0,1,1,100.0,0.25,0.25,0.0,0.0,17.8,0,0,0,0.0,0.0,0.02,0.0,0.0,2020-07-31 19:36:08,53
339,Dejan Kulusevski,Juventus ,0,5,2,40.0,2.6,1.04,0.0,0.0,16.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2,2020-01-17 03:39:49,97
340,Layvin Kurzawa,Paris S-G,0,3,1,33.3,1.11,0.37,0.0,0.0,17.3,0,0,0,0.4,0.4,0.13,-0.4,-0.4,2020-08-01 08:00:51,20
341,Daler Kuzyaev,Zenit ,0,1,1,100.0,0.2,0.2,0.0,0.0,14.0,0,0,0,0.2,0.2,0.17,-0.2,-0.2,2020-10-02 10:27:33,19
342,Zakaria Labyad,Ajax ,0,5,2,40.0,2.46,0.98,0.0,0.0,16.8,1,0,0,1.2,1.2,0.24,-1.2,-1.2,2020-02-08 22:12:48,23
343,Aïssa Laïdouni,Ferencváros ,0,3,1,33.3,1.22,0.41,0.0,0.0,20.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1,2020-06-01 18:31:00,37
344,Stefan Lainer,M'Gladbach ,0,1,1,100.0,0.17,0.17,0.0,0.0,23.7,0,0,0,0.0,0.0,0.02,0.0,0.0,2020-08-03 17:14:39,50
345,Sam Lammers,Atalanta ,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-08-01 11:36:23,63
